ID,Gene
1357,YJR123W
1358,YJR125C
1360,YJR130C
1361,YJR133W
1362,YJR137C
1363,YJR139C
1366,YJR144W
1367,YJR145C
1368,YJR152W
1369,YKL001C
1370,YKL003C
1371,YKL004W
1372,YKL005C
1374,YKL007W
1375,YKL008C
1376,YKL009W
1377,YKL010C
1378,YKL012W
1379,YKL013C
1381,YKL016C
1382,YKL019W
1384,YKL021C
1385,YKL023W
1388,YKL026C
1393,YKL039W
1394,YKL040C
1395,YKL041W
1396,YKL043W
1397,YKL045W
1398,YKL054C
1400,YKL057C
1401,YKL058W
1402,YKL060C
1405,YKL065C
1406,YKL067W
1408,YKL073W
1409,YKL077W
1410,YKL080W
1411,YKL081W
1412,YKL085W
1413,YKL086W
1414,YKL087C
1415,YKL091C
1416,YKL093W
1417,YKL094W
1418,YKL096W
1419,YKL098W
1420,YKL103C
1421,YKL104C
1425,YKL113C
1426,YKL114C
1427,YKL117W
1428,YKL120W
1429,YKL126W
1431,YKL128C
1432,YKL130C
1433,YKL140W
1434,YKL141W
1435,YKL142W
1436,YKL143W
1437,YKL145W
1439,YKL150W
1440,YKL152C
1441,YKL154W
1444,YKL160W
1445,YKL163W
1446,YKL164C
1447,YKL165C
1448,YKL167C
1449,YKL172W
1450,YKL175W
1453,YKL181W
1454,YKL182W
1455,YKL185W
1456,YKL186C
1458,YKL190W
1460,YKL192C
1461,YKL195W
1462,YKL196C
1465,YKL206C
1466,YKL207W
1467,YKL210W
1468,YKL212W
1469,YKL216W
1470,YKL217W
1471,YKL218C
1472,YKR001C
1474,YKR006C
1476,YKR009C
1477,YKR011C
1478,YKR013W
1479,YKR016W
1480,YKR018C
1483,YKR039W
1484,YKR042W
1485,YKR043C
1486,YKR046C
1487,YKR048C
1488,YKR049C
1489,YKR052C
1490,YKR055W
1492,YKR057W
1494,YKR062W
1495,YKR065C
1496,YKR066C
1497,YKR067W
1499,YKR070W
1500,YKR071C
1501,YKR074W
1502,YKR076W
1503,YKR080W
1504,YKR081C
1506,YKR087C
1509,YKR092C
1511,YKR099W
1512,YLL001W
1513,YLL008W
1514,YLL009C
1515,YLL011W
1516,YLL014W
1517,YLL018C
