ID,Gene_Name,In_Degree,Out_Degree
2233,YOR175C,1,0
2234,YOR176W,5,0
2235,YOR179C,1,0
2236,YOR182C,5,0
2237,YOR184W,13,0
2238,YOR185C,3,0
2239,YOR187W,6,0
2240,YOR196C,1,0
2241,YOR197W,1,0
2242,YOR198C,11,0
2243,YOR202W,4,0
2244,YOR206W,10,0
2245,YOR209C,3,0
2246,YOR210W,6,0
2247,YOR215C,4,0
2248,YOR220W,8,0
2249,YOR221C,2,0
2250,YOR222W,6,0
2251,YOR224C,6,0
2252,YOR226C,8,0
2253,YOR227W,2,0
2254,YOR229W,1,0
2255,YOR230W,11,1
2256,YOR232W,4,0
2257,YOR234C,7,0
2258,YOR236W,6,0
2259,YOR239W,2,0
2260,YOR241W,1,0
2261,YOR244W,1,0
2262,YOR246C,8,0
2263,YOR247W,5,0
2264,YOR251C,2,0
2265,YOR253W,6,0
2266,YOR254C,3,0
2267,YOR259C,2,0
2268,YOR260W,2,0
2269,YOR261C,1,0
2270,YOR262W,3,0
2271,YOR264W,3,0
2272,YOR267C,4,0
2273,YOR270C,1,0
2274,YOR271C,4,0
2275,YOR272W,7,0
2276,YOR273C,5,0
2277,YOR276W,7,0
2278,YOR278W,1,0
2279,YOR280C,3,0
2280,YOR283W,1,0
2281,YOR285W,7,0
2282,YOR286W,7,0
2283,YOR288C,3,0
2284,YOR289W,13,0
2285,YOR293W,5,0
2286,YOR294W,4,0
2287,YOR297C,2,0
2288,YOR303W,7,0
2289,YOR310C,5,0
2290,YOR311C,3,0
2291,YOR312C,4,0
2292,YOR315W,21,0
2293,YOR316C,7,0
2294,YOR317W,12,0
2295,YOR319W,1,0
2296,YOR323C,2,0
2297,YOR326W,5,0
2298,YOR327C,7,0
2299,YOR332W,3,0
2300,YOR335C,4,0
2301,YOR340C,5,0
2302,YOR342C,10,0
2303,YOR344C,21,29
2304,YOR347C,3,0
2305,YOR348C,20,0
2306,YOR354C,3,0
2307,YOR355W,7,0
2308,YOR356W,3,0
2309,YOR358W,0,11
2310,YOR361C,10,0
2311,YOR362C,2,0
2312,YOR363C,0,40
2313,YOR367W,5,0
2314,YOR369C,7,0
2315,YOR374W,8,0
2316,YOR375C,7,0
2317,YOR382W,4,0
2318,YOR383C,4,0
2319,YPL001W,1,0
2320,YPL003W,3,0
2321,YPL004C,10,0
2322,YPL006W,1,0
2323,YPL010W,2,0
2324,YPL013C,5,0
2325,YPL015C,9,0
2326,YPL019C,9,0
2327,YPL023C,1,0
2328,YPL024W,7,0
2329,YPL026C,9,0
2330,YPL028W,8,0
2331,YPL031C,4,0
2332,YPL032C,4,0
2333,YPL034W,2,0
2334,YPL037C,5,0
2335,YPL038W,0,41
2336,YPL043W,2,0
2337,YPL047W,2,0
2338,YPL048W,5,0
2339,YPL049C,2,0
2340,YPL050C,1,0
2341,YPL053C,6,0
2342,YPL057C,10,0
2343,YPL059W,4,0
2344,YPL061W,14,0
2345,YPL063W,1,0
2346,YPL066W,5,0
2347,YPL071C,1,0
2348,YPL075W,0,112
2349,YPL078C,2,0
2350,YPL079W,5,0
2351,YPL081W,11,0
2352,YPL082C,1,0
2353,YPL086C,1,0
2354,YPL087W,12,0
2355,YPL089C,1,32
2356,YPL090C,3,0
2357,YPL091W,3,0
2358,YPL092W,1,0
2359,YPL093W,13,0
2360,YPL095C,5,0
2361,YPL096W,1,0
2362,YPL098C,6,0
2363,YPL100W,2,0
2364,YPL105C,2,0
2365,YPL106C,1,0
2366,YPL111W,11,0
2367,YPL112C,6,0
2368,YPL117C,7,0
2369,YPL118W,2,0
2370,YPL122C,2,0
2371,YPL127C,5,0
2372,YPL128C,1,0
2373,YPL129W,3,0
2374,YPL131W,6,0
2375,YPL133C,0,20
2376,YPL134C,4,0
2377,YPL135W,10,0
2378,YPL143W,5,0
2379,YPL144W,2,0
2380,YPL145C,6,0
2381,YPL149W,2,0
2382,YPL151C,1,0
2383,YPL152W,1,0
2384,YPL154C,15,0
2385,YPL156C,3,0
2386,YPL157W,5,0
2387,YPL158C,5,0
2388,YPL160W,8,0
2389,YPL163C,6,0
2390,YPL170W,8,0
2391,YPL173W,2,0
2392,YPL177C,11,14
2393,YPL179W,8,0
2394,YPL183C,3,0
2395,YPL184C,1,0
2396,YPL186C,2,0
2397,YPL190C,5,0
2398,YPL195W,3,0
2399,YPL196W,1,0
2400,YPL198W,5,0
2401,YPL199C,3,0
2402,YPL202C,2,21
2403,YPL203W,4,0
2404,YPL204W,1,0
2405,YPL206C,6,0
2406,YPL208W,4,0
2407,YPL210C,1,0
2408,YPL211W,6,0
2409,YPL212C,2,0
2410,YPL214C,2,0
2411,YPL215W,7,0
2412,YPL218W,3,0
2413,YPL220W,4,0
2414,YPL221W,10,0
2415,YPL222W,4,0
2416,YPL223C,6,0
2417,YPL224C,1,0
2418,YPL225W,1,0
2419,YPL226W,5,0
2420,YPL227C,3,0
2421,YPL229W,5,0
2422,YPL230W,6,0
2423,YPL231W,10,0
2424,YPL232W,4,0
2425,YPL234C,2,0
2426,YPL235W,2,0
2427,YPL236C,1,0
2428,YPL237W,9,0
2429,YPL239W,3,0
2430,YPL240C,7,0
2431,YPL241C,3,0
2432,YPL242C,3,0
2433,YPL243W,5,0
2434,YPL244C,3,0
2435,YPL246C,3,0
2436,YPL247C,2,0
2437,YPL248C,0,9
2438,YPL252C,3,0
2439,YPL256C,6,0
2440,YPL262W,3,0
2441,YPL266W,3,0
2442,YPL270W,3,0
2443,YPL271W,4,0
2444,YPL273W,4,0
2445,YPL274W,10,0
2446,YPR002W,2,0
2447,YPR006C,1,0
2448,YPR008W,3,0
2449,YPR010C,7,0
2450,YPR011C,1,0
2451,YPR016C,5,0
2452,YPR017C,3,0
2453,YPR020W,2,0
2454,YPR023C,1,0
2455,YPR024W,1,0
2456,YPR028W,4,0
2457,YPR029C,4,0
2458,YPR033C,2,0
2459,YPR035W,11,0
2460,YPR036W,8,0
2461,YPR037C,2,0
2462,YPR041W,6,0
2463,YPR043W,3,0
2464,YPR052C,2,0
2465,YPR057W,2,0
2466,YPR058W,1,0
2467,YPR060C,6,0
2468,YPR062W,3,0
2469,YPR063C,5,0
2470,YPR065W,9,28
2471,YPR067W,7,0
2472,YPR069C,2,0
2473,YPR072W,2,0
2474,YPR073C,3,0
2475,YPR074C,6,0
2476,YPR080W,7,0
2477,YPR082C,4,0
2478,YPR086W,2,0
2479,YPR088C,3,0
2480,YPR091C,1,0
2481,YPR100W,2,0
2482,YPR101W,2,0
2483,YPR102C,4,0
2484,YPR103W,6,0
2485,YPR104C,0,99
2486,YPR106W,6,0
2487,YPR107C,3,0
2488,YPR108W,3,0
2489,YPR109W,1,0
2490,YPR110C,12,0
2491,YPR112C,2,0
2492,YPR113W,10,0
2493,YPR114W,3,0
2494,YPR127W,1,0
2495,YPR128C,5,0
2496,YPR129W,5,0
2497,YPR132W,3,0
2498,YPR133C,1,0
2499,YPR137W,1,0
2500,YPR138C,10,0
2501,YPR139C,1,0
2502,YPR144C,1,0
2503,YPR145W,8,0
2504,YPR147C,1,0
2505,YPR148C,6,0
2506,YPR149W,15,0
2507,YPR154W,3,0
2508,YPR156C,16,0
2509,YPR160W,11,0
2510,YPR163C,2,0
2511,YPR165W,2,0
2512,YPR166C,1,0
2513,YPR167C,7,0
2514,YPR169W,3,0
2516,YPR176C,1,0
2517,YPR180W,2,0
2518,YPR182W,2,0
2519,YPR184W,5,0
2520,YPR187W,3,0
2521,YPR191W,11,0
2522,YPR198W,6,0
2523,YPR199C,2,5
